Geneid gene_name AS-520695-LR-53526Aligned.sortedByCoord.out.bam AS-520698-LR-53526Aligned.sortedByCoord.out.bam AS-520694-LR-53526Aligned.sortedByCoord.out.bam AS-520699-LR-53526Aligned.sortedByCoord.out.bam AS-520697-LR-53526Aligned.sortedByCoord.out.bam AS-520696-LR-53526Aligned.sortedByCoord.out.bam
ENSMUSG00000003344 Btbd2 4945 4717 4728 6132 5106 6162
ENSMUSG00000020190 Mknk2 13830 11942 10780 15262 12593 16554
ENSMUSG00000097889 Gm26541 3 1 0 1 1 1
ENSMUSG00000003348 Mob3a 1401 1091 1117 1667 1216 1586
ENSMUSG00000055862 Izumo4 327 352 334 349 258 318
ENSMUSG00000020198 Ap3d1 11108 8556 8867 11871 9863 13699
ENSMUSG00000061589 Dot1l 11426 7926 8944 13275 10488 14592
ENSMUSG00000075558 Gm17151 0 0 0 0 0 0
ENSMUSG00000035278 Plekhj1 2132 1802 1720 2390 2073 2613
ENSMUSG00000020211 Sf3a2 6804 4373 4289 6440 6710 7658
ENSMUSG00000035262 Amh 78 27 20 30 43 50
ENSMUSG00000020216 Jsrp1 1 4 3 1 0 0
ENSMUSG00000035242 Oaz1 2498 1860 1844 2366 2461 3072
ENSMUSG00000087993 Mir1982 0 0 0 0 0 0
ENSMUSG00000051067 Lingo3 24 12 9 26 19 65
ENSMUSG00000035215 Lsm7 55 30 33 33 39 58
ENSMUSG00000035206 Sppl2b 3117 2617 2501 3405 2795 3726
ENSMUSG00000059406 Tmprss9 50 22 38 41 58 54
ENSMUSG00000020219 Timm13 8583 6025 5447 6629 7385 7305
ENSMUSG00000062075 Lmnb2 9185 7280 7368 9640 9005 12001
ENSMUSG00000015312 Gadd45b 2769 3007 2443 3099 2836 3791
ENSMUSG00000048240 Gng7 35 44 39 40 27 43
ENSMUSG00000083808 Gm3828 0 0 0 0 0 0
ENSMUSG00000043670 Diras1 1 5 1 5 3 2
ENSMUSG00000087114 Gm16099 0 0 0 0 0 0
ENSMUSG00000046822 Slc39a3 2163 2256 2119 2674 2182 2825
ENSMUSG00000004937 Sgta 8835 6812 7020 9120 8200 9648
ENSMUSG00000004929 Thop1 5083 3559 3694 4882 4990 5612
ENSMUSG00000035041 Creb3l3 6277 4731 4821 6626 3475 4677
ENSMUSG00000106347 mmu-mir-5615-1 0 0 0 0 0 0
ENSMUSG00000093498 Mir5615-2 0 0 0 0 0 0
ENSMUSG00000035027 Map2k2 14473 11267 10701 13547 12186 14156
ENSMUSG00000035011 Zbtb7a 12449 10609 9691 14099 11744 14538
ENSMUSG00000004934 Pias4 2726 2459 2346 3038 2677 3469
ENSMUSG00000034994 Eef2 214002 214144 211905 270951 197843 244968
ENSMUSG00000064441 Snord37 54 14 13 13 37 47
ENSMUSG00000053603 4930442H23Rik 3 1 0 2 2 0
ENSMUSG00000034974 Dapk3 2643 2129 2016 2419 2392 3162
ENSMUSG00000085779 Atcayos 3 6 7 9 11 14
ENSMUSG00000004939 Nmrk2 0 0 0 0 0 0
ENSMUSG00000034958 Atcay 8 4 8 5 1 7
ENSMUSG00000034949 Zfr2 339 217 261 331 297 425
ENSMUSG00000004933 Matk 319 141 182 145 178 319
ENSMUSG00000034932 Mrpl54 4349 3221 3024 3633 3760 3531
ENSMUSG00000004931 Apba3 2905 2013 2175 2688 2635 3601
ENSMUSG00000092781 Mir3057 8 8 2 9 11 19
ENSMUSG00000034917 Tjp3 30681 24654 24548 30949 27831 32720
ENSMUSG00000034902 Pip5k1c 5163 3884 4070 5708 4909 5845
ENSMUSG00000090230 Gm16315 1 1 0 0 0 0
ENSMUSG00000034889 Cactin 4520 2830 2871 4233 4415 5220
ENSMUSG00000034881 Tbxa2r 40 16 20 36 53 57
ENSMUSG00000034872 Gipc3 0 0 0 1 2 0
ENSMUSG00000020232 Hmg20b 5316 3461 3547 4381 4511 5479
ENSMUSG00000034854 Mfsd12 822 670 664 946 786 1093
ENSMUSG00000020234 4930404N11Rik 34 58 28 44 30 32
ENSMUSG00000020235 Fzr1 3718 2727 2968 3683 3618 4623
ENSMUSG00000078440 Dohh 4721 3598 3573 4585 4536 5617
ENSMUSG00000098811 Mir6913 3 0 0 2 2 3
ENSMUSG00000078439 Smim24 38665 35660 42083 49535 31101 51389
ENSMUSG00000055053 Nfic 4486 2930 3399 5593 4593 4758
ENSMUSG00000085327 Gm16104 5 5 4 9 6 18
ENSMUSG00000105379 mmu-mir-1191b 0 0 1 0 0 0
ENSMUSG00000034818 Celf5 152 250 235 181 105 288
ENSMUSG00000084849 Gm16105 0 0 0 0 0 0
ENSMUSG00000020238 Ncln 14655 11705 11614 16285 13428 16671
ENSMUSG00000044199 S1pr4 1 1 0 0 1 4
ENSMUSG00000034792 Gna15 10 14 3 13 7 6
ENSMUSG00000082828 Gm16106 1 1 0 1 0 0
ENSMUSG00000076228 Gm25595 0 0 0 0 0 0
ENSMUSG00000034781 Gna11 27317 27856 29638 36911 25859 35367
ENSMUSG00000054452 Aes 30977 25597 25521 30968 26579 32992
ENSMUSG00000090034 Gm15917 0 0 0 1 0 0
ENSMUSG00000034771 Tle2 308 277 216 328 254 401
ENSMUSG00000034758 Tle6 268 277 196 268 290 413
ENSMUSG00000074862 BC025920 136 199 209 205 205 333
ENSMUSG00000097718 Gm26896 2 0 0 0 0 0
ENSMUSG00000034748 Sirt6 1739 1185 1223 1642 1639 1864
ENSMUSG00000054708 Ankrd24 503 388 425 420 436 667
ENSMUSG00000096856 Gm10778 5 5 3 4 2 1
ENSMUSG00000096623 Gm8112 0 0 1 0 0 0
ENSMUSG00000096795 Zfp433 23 32 17 26 15 33
ENSMUSG00000094622 Gm3055 0 0 0 0 0 0
ENSMUSG00000094076 Gm4767 0 0 2 0 0 0
ENSMUSG00000096718 Zfp781 1 3 1 4 3 5
ENSMUSG00000061371 Zfp873 161 184 245 229 169 276
ENSMUSG00000078435 AU041133 59 74 109 109 80 95
ENSMUSG00000087481 Gm15608 13 2 13 12 14 18
ENSMUSG00000062931 Zfp938 161 161 147 224 163 217
ENSMUSG00000044581 4932415D10Rik 0 0 0 0 0 0
ENSMUSG00000073427 Gm4924 27 20 18 44 19 41
ENSMUSG00000094186 Gm1553 0 0 0 0 0 0
ENSMUSG00000094683 Ap3m1-ps 14 15 17 16 21 20
ENSMUSG00000063320 1190007I07Rik 808 689 667 796 867 906
ENSMUSG00000034674 Tdg 347 315 370 437 360 493
ENSMUSG00000020251 Glt8d2 2 3 2 5 6 2
ENSMUSG00000020246 Hcfc2 887 761 758 1123 934 1232
ENSMUSG00000020248 Nfyb 1361 1159 1447 1843 1567 1927
ENSMUSG00000056821 1700028I16Rik 0 0 0 0 1 1
ENSMUSG00000020250 Txnrd1 21277 16196 17489 24934 19290 26702
ENSMUSG00000071151 Gm4799 46 35 24 37 37 48
ENSMUSG00000034612 Chst11 313 412 382 294 264 415
ENSMUSG00000090200 1700025N21Rik 0 0 0 0 0 0
ENSMUSG00000088270 Gm23122 0 0 0 0 0 0
ENSMUSG00000034591 Slc41a2 899 857 895 1052 852 1025
ENSMUSG00000020255 D10Wsu102e 3530 3233 3631 4807 3612 4777
ENSMUSG00000020256 Aldh1l2 37 29 23 25 20 31
ENSMUSG00000034560 A230046K03Rik 1212 950 1142 1498 1327 1680
ENSMUSG00000020263 Appl2 3184 2935 3038 3237 2950 3904
ENSMUSG00000087651 1500009L16Rik 117 117 77 80 89 170
ENSMUSG00000104317 Gm37908 0 0 0 0 0 0
ENSMUSG00000020032 Nuak1 146 135 106 153 139 168
ENSMUSG00000020033 4930463O16Rik 0 0 0 0 0 0
ENSMUSG00000046841 Ckap4 728 381 274 475 787 626
ENSMUSG00000097076 Platr7 0 0 0 0 0 0
ENSMUSG00000020034 Tcp11l2 327 350 367 358 328 399
ENSMUSG00000089096 Gm25657 0 0 0 0 0 0
ENSMUSG00000097309 Gm17249 21 27 29 22 36 37
ENSMUSG00000034453 Polr3b 2151 1858 2057 2649 2156 2539
ENSMUSG00000020037 Rfx4 0 0 1 4 0 3
ENSMUSG00000089451 Gm24226 0 0 0 0 0 0
ENSMUSG00000035620 Ric8b 1073 897 971 1225 987 1347
ENSMUSG00000050035 Fhl4 6 1 6 4 6 0
ENSMUSG00000060935 Tmem263 617 548 565 628 503 656
ENSMUSG00000049038 Mterf2 331 362 413 484 272 331
ENSMUSG00000020038 Cry1 1277 439 683 665 1377 1882
ENSMUSG00000098852 Gm27392 0 0 0 0 0 0
ENSMUSG00000050490 Gm8394 6 7 9 8 7 2
ENSMUSG00000087895 Gm25281 0 0 0 0 0 0
ENSMUSG00000020042 Btbd11 25 12 24 45 15 36
ENSMUSG00000001785 Pwp1 2734 2479 2583 3796 3117 3919
ENSMUSG00000035529 Prdm4 2682 1894 2212 3018 2419 3356
ENSMUSG00000085111 Ascl4 9 5 1 6 2 4
ENSMUSG00000001783 Rtcb 11526 10453 11069 14616 11170 13345
ENSMUSG00000050108 Bpifc 3 2 1 1 0 3
ENSMUSG00000097692 A230060F14Rik 3 8 13 11 3 8
ENSMUSG00000001786 Fbxo7 1272 1160 1203 1584 1339 1704
ENSMUSG00000077265 Gm24430 0 0 0 0 0 0
ENSMUSG00000059602 Syn3 94 81 98 136 74 103
ENSMUSG00000085435 4930486F22Rik 0 0 0 0 0 0
ENSMUSG00000087256 Gm15990 0 0 0 0 0 0
ENSMUSG00000020044 Timp3 218 274 293 420 212 345
ENSMUSG00000090816 Gm6729 0 0 0 0 0 0
ENSMUSG00000090308 Gm5174 0 0 0 0 0 0
ENSMUSG00000097412 1810014B01Rik 121 145 185 245 160 217
ENSMUSG00000020048 Hsp90b1 43079 33915 37465 47154 50096 73555
ENSMUSG00000084899 Gm15344 52 21 33 35 46 88
ENSMUSG00000092686 Gm25745 0 0 0 0 0 0
ENSMUSG00000044937 Ttc41 230 157 182 180 188 286
ENSMUSG00000056366 Fabp3-ps1 0 0 0 0 0 0
ENSMUSG00000054027 Nt5dc3 397 345 272 446 348 545
ENSMUSG00000089959 Gm16268 0 0 0 1 0 0
ENSMUSG00000035459 Stab2 47 49 51 101 50 84
ENSMUSG00000089881 Gm16280 0 0 0 0 0 0
ENSMUSG00000089775 Gm16270 0 0 0 0 0 0
ENSMUSG00000089656 Gm16271 0 0 0 0 0 0
ENSMUSG00000089666 Gm16269 4 1 0 6 1 1
ENSMUSG00000047129 1700113H08Rik 0 1 0 0 0 0
ENSMUSG00000103862 Gm10764 0 0 0 0 0 0
ENSMUSG00000096692 Gm23191 0 1 0 0 0 0
ENSMUSG00000020052 Ascl1 0 0 0 0 0 0
ENSMUSG00000020051 Pah 0 0 0 0 0 0
ENSMUSG00000058934 Igf1os 0 0 0 0 0 0
ENSMUSG00000020053 Igf1 1 0 2 1 0 1
ENSMUSG00000035383 Pmch 0 0 0 0 0 0
ENSMUSG00000035365 Parpbp 824 686 879 990 943 1062
ENSMUSG00000035351 Nup37 960 1049 1192 1418 1208 1440
ENSMUSG00000088843 Gm26357 0 0 0 0 0 0
ENSMUSG00000020056 Ccdc53 1248 1281 1314 1545 1203 1472
ENSMUSG00000020057 Dram1 0 3 1 1 0 0
ENSMUSG00000035311 Gnptab 3274 2714 3222 4339 3183 4352
ENSMUSG00000096945 Gm26546 1 3 2 3 2 1
ENSMUSG00000087429 Gm16235 0 0 0 0 0 0
ENSMUSG00000060002 Chpt1 4217 4905 5534 6176 4057 6086
ENSMUSG00000020059 Sycp3 0 0 0 0 0 1
ENSMUSG00000020061 Mybpc1 0 0 1 0 0 0
ENSMUSG00000004359 Spic 0 0 0 0 0 0
ENSMUSG00000065005 n-R5s79 0 0 0 0 0 0
ENSMUSG00000069540 Gm4925 11 7 10 11 11 13
ENSMUSG00000060904 Arl1 2611 2398 2220 2941 2590 2936
ENSMUSG00000004356 Utp20 4138 3596 4318 5718 4433 5857
ENSMUSG00000020062 Slc5a8 23 29 41 15 6 21
ENSMUSG00000035189 Ano4 0 0 0 0 0 0
ENSMUSG00000074802 Gas2l3 851 610 833 1061 901 1196
ENSMUSG00000047638 Nr1h4 1907 1936 1566 2046 1787 1916
ENSMUSG00000019935 Slc17a8 10 5 13 10 6 4
ENSMUSG00000069539 Scyl2 3392 2706 3251 3822 3332 4437
ENSMUSG00000097383 1500026H17Rik 24 40 26 25 24 22
ENSMUSG00000019948 Actr6 246 218 228 285 282 334
ENSMUSG00000019951 Uhrf1bp1l 2256 1883 2144 2878 2232 2669
ENSMUSG00000093967 Gm26180 0 0 0 0 0 0
ENSMUSG00000058589 Anks1b 0 0 0 0 2 1
ENSMUSG00000088221 Gm22602 0 0 0 0 0 0
ENSMUSG00000019979 Apaf1 3264 2510 2777 3919 3157 3551
ENSMUSG00000087966 Gm25390 0 0 0 0 0 0
ENSMUSG00000019975 Ikbip 271 215 282 332 277 277
ENSMUSG00000061904 Slc25a3 43510 35634 38357 46186 39352 51118
ENSMUSG00000077167 Gm24119 54 22 33 40 45 52
ENSMUSG00000019961 Tmpo 12962 11222 13782 17466 15136 19735
ENSMUSG00000097664 Gm26765 0 0 0 2 0 1
ENSMUSG00000097348 Rmst 0 0 0 0 0 0
ENSMUSG00000098979 Gm27544 0 0 0 0 0 0
ENSMUSG00000065524 Mir135a-2 0 0 0 0 0 0
ENSMUSG00000098394 Gm27999 0 0 0 0 0 0
ENSMUSG00000099136 Gm27608 0 0 0 0 0 0
ENSMUSG00000098664 Gm27588 0 0 0 0 0 0
ENSMUSG00000098891 Gm27753 0 0 0 0 0 0
ENSMUSG00000098662 Gm27582 0 0 0 0 0 0
ENSMUSG00000098526 Gm27366 0 0 0 0 0 0
ENSMUSG00000099307 Gm27419 0 0 0 0 0 0
ENSMUSG00000093227 Mir1251 0 0 0 0 0 0
ENSMUSG00000097201 Gm26700 0 0 0 0 0 0
ENSMUSG00000098040 Gm20757 0 0 0 0 0 0
ENSMUSG00000088407 Gm25884 0 0 0 0 0 0
ENSMUSG00000076238 Gm22582 0 0 0 0 0 0
ENSMUSG00000019988 Nedd1 1333 1182 1300 1878 1422 1783
ENSMUSG00000088412 Gm24241 2 0 0 0 0 0
ENSMUSG00000020014 Cfap54 0 1 0 0 1 0
ENSMUSG00000020015 Cdk17 294 261 252 301 363 468
ENSMUSG00000089214 Mir1931 0 0 0 0 1 1
ENSMUSG00000008398 Elk3 17 37 23 21 16 27
ENSMUSG00000098679 Mir7688 2 7 4 6 6 5
ENSMUSG00000015889 Lta4h 12131 10938 11727 15651 11692 15340
ENSMUSG00000020017 Hal 10 7 9 8 10 21
ENSMUSG00000015890 Amdhd1 1 1 0 1 1 0
ENSMUSG00000036168 Ccdc38 0 0 0 0 0 0
ENSMUSG00000020018 Snrpf 1730 1268 1239 1311 1630 1566
ENSMUSG00000097407 4933408J17Rik 4 1 4 2 4 4
ENSMUSG00000020019 Ntn4 898 1130 965 1375 780 980
ENSMUSG00000090159 Gm8580 2 1 2 3 4 5
ENSMUSG00000085723 Gm15915 67 38 43 76 45 28
ENSMUSG00000086891 Gm15963 0 0 1 1 0 2
ENSMUSG00000090610 Gm3571 5 3 5 12 6 10
ENSMUSG00000096598 Gm26239 0 0 0 0 0 0
ENSMUSG00000020020 Usp44 0 0 0 0 0 0
ENSMUSG00000036112 Metap2 5589 4781 5251 7040 5904 7592
ENSMUSG00000097689 4930471D02Rik 0 0 0 0 1 1
ENSMUSG00000087798 Gm25962 0 0 0 0 0 0
ENSMUSG00000036099 Vezt 1056 1024 1107 1255 1061 1279
ENSMUSG00000065607 Mir331 0 0 0 0 0 0
ENSMUSG00000020021 Fgd6 1463 1107 1138 1438 1227 1786
ENSMUSG00000005897 Nr2c1 935 918 920 1197 820 1019
ENSMUSG00000065296 Gm26122 0 0 0 0 0 0
ENSMUSG00000020022 Ndufa12 2041 1679 1977 2483 1809 2564
ENSMUSG00000053420 Gm4792 1 3 0 0 1 4
ENSMUSG00000020023 Tmcc3 4786 2731 3248 5579 3967 4770
ENSMUSG00000085409 Gm16155 0 0 0 0 0 0
ENSMUSG00000086269 Tmcc3os 1 2 0 3 1 2
ENSMUSG00000098544 Mir7211 0 0 0 0 0 0
ENSMUSG00000097164 Cep83os 313 361 394 485 275 249
ENSMUSG00000020024 Cep83 1568 1296 1493 1966 1750 2085
ENSMUSG00000074785 Plxnc1 14 18 20 24 13 15
ENSMUSG00000088608 Gm24186 0 0 0 2 0 0
ENSMUSG00000089146 Gm25266 0 0 0 0 0 0
ENSMUSG00000045867 Cradd 664 772 761 807 657 806
ENSMUSG00000100550 2310039L15Rik 0 0 0 0 0 0
ENSMUSG00000020027 Socs2 2952 3094 3060 3309 2927 3449
ENSMUSG00000097766 5730420D15Rik 28 38 20 36 27 58
ENSMUSG00000062981 Mrpl42 3438 3141 3278 4333 3612 4570
ENSMUSG00000074781 Ube2n 1020 844 889 1109 934 1365
ENSMUSG00000020029 Nudt4 3047 2678 3016 4159 3247 4041
ENSMUSG00000092867 Mir3058 1 0 0 0 2 2
ENSMUSG00000089618 Gm23776 0 0 0 0 0 0
ENSMUSG00000074780 Anapc15-ps 1 2 1 3 1 0
ENSMUSG00000101517 4732465J04Rik 1 1 0 2 4 0
ENSMUSG00000077268 Gm24433 0 0 0 0 0 0
ENSMUSG00000036499 Eea1 2587 1752 2418 3447 2792 3294
ENSMUSG00000096486 Gm5426 2 0 0 1 1 0
ENSMUSG00000094523 Gm22913 0 0 0 0 0 0
ENSMUSG00000094249 Gm20091 0 1 0 0 0 0
ENSMUSG00000097939 Gm8601 3 0 1 2 1 1
ENSMUSG00000036478 Btg1 3622 3312 3352 3869 3404 4224
ENSMUSG00000080347 Gm24587 0 0 0 0 0 0
ENSMUSG00000105557 mmu-mir-3966 0 0 0 0 0 0
ENSMUSG00000019929 Dcn 0 1 4 3 0 0
ENSMUSG00000036446 Lum 0 0 0 0 0 0
ENSMUSG00000019932 Kera 0 0 0 0 0 0
ENSMUSG00000019936 Epyc 0 0 0 0 0 0
ENSMUSG00000074776 Gm10754 0 0 0 0 0 0
ENSMUSG00000047025 Ccer1 0 0 1 0 1 1
ENSMUSG00000079183 C030005K15Rik 0 0 0 0 0 0
ENSMUSG00000089097 Gm25658 0 0 0 0 0 0
ENSMUSG00000102310 Gm37631 0 0 0 0 0 0
ENSMUSG00000019943 Atp2b1 5246 4056 5241 6672 4763 6881
ENSMUSG00000019952 Poc1b 2475 2270 2513 2975 2633 3341
ENSMUSG00000090035 Galnt4 9311 7093 7357 12375 9053 9662
ENSMUSG00000055108 Phxr2 0 3 2 2 2 0
ENSMUSG00000089994 Gm16239 0 3 0 0 0 0
ENSMUSG00000019960 Dusp6 2145 853 1205 1154 1401 2020
ENSMUSG00000044633 B530045E10Rik 0 0 0 0 0 0
ENSMUSG00000090665 Gad1-ps 0 0 0 0 0 0
ENSMUSG00000046934 Csl 22 10 8 22 7 18
ENSMUSG00000019966 Kitl 3001 2003 2843 3777 2882 4387
ENSMUSG00000096586 Gm22918 0 0 0 0 0 0
ENSMUSG00000095539 Gm25287 0 0 0 0 0 0
ENSMUSG00000093795 Gm9476 0 0 0 0 0 0
ENSMUSG00000094340 Gm8701 0 0 0 0 0 0
ENSMUSG00000094314 Gm4301 0 0 0 0 0 0
ENSMUSG00000091101 Gm4302 0 0 0 0 0 0
ENSMUSG00000094228 Gm4303 0 0 0 0 0 0
ENSMUSG00000095161 Gm4305 0 0 0 0 0 0
ENSMUSG00000091552 Gm8711 0 0 0 0 0 0
ENSMUSG00000096744 Gm4307 0 0 0 0 0 0
ENSMUSG00000095673 Gm4308 0 0 0 0 0 0
ENSMUSG00000096408 Gm8723 0 0 0 0 0 0
ENSMUSG00000096640 Gm4312 0 0 0 0 0 0
ENSMUSG00000090987 Gm4781 0 0 0 0 0 0
ENSMUSG00000036676 Tmtc3 888 675 880 1183 905 1177
ENSMUSG00000019971 Cep290 528 459 540 717 608 801
ENSMUSG00000046567 4930430F08Rik 211 202 184 215 194 222
ENSMUSG00000056912 1700017N19Rik 0 0 0 0 0 0
ENSMUSG00000103550 Gm38219 0 0 0 0 0 0
ENSMUSG00000087723 Gm26278 0 0 0 0 0 0
ENSMUSG00000019888 Mgat4c 23 32 27 11 55 50
ENSMUSG00000092952 Mir3059 0 0 0 0 0 0
ENSMUSG00000098139 Gm26988 1 0 0 0 0 0
ENSMUSG00000019890 Nts 121 123 160 55 126 417
ENSMUSG00000044921 Rassf9 0 0 0 0 1 3
ENSMUSG00000036602 Alx1 0 0 0 0 0 0
ENSMUSG00000090638 Gm17028 0 0 0 0 0 0
ENSMUSG00000019892 Lrriq1 0 1 0 0 0 0
ENSMUSG00000077528 Gm25376 0 0 0 0 0 0
ENSMUSG00000019894 Slc6a15 0 0 0 0 0 0
ENSMUSG00000098173 Gm26923 10 5 7 7 7 12
ENSMUSG00000064630 Gm25143 0 0 0 0 0 0
ENSMUSG00000091779 Gm6763 0 0 0 0 0 0
ENSMUSG00000097427 Gm21293 0 0 0 0 0 0
ENSMUSG00000097878 Gm8764 0 0 0 0 0 0
ENSMUSG00000097550 Gm21304 0 0 0 0 0 0
ENSMUSG00000094144 Gm21312 0 0 0 0 0 0
ENSMUSG00000095022 Gm20765 0 0 0 0 0 0
ENSMUSG00000090854 Gm4340 0 0 0 0 0 0
ENSMUSG00000088343 Gm22339 0 0 0 0 0 0
ENSMUSG00000099264 Mir6411 0 0 0 0 0 0
ENSMUSG00000089182 Gm22945 0 0 0 0 0 0
ENSMUSG00000089019 Gm25522 0 0 0 0 0 0
ENSMUSG00000064432 Gm25587 0 0 0 0 0 0
ENSMUSG00000077407 Gm25422 0 0 0 0 0 0
ENSMUSG00000103775 Gm36997 0 0 0 0 0 0
ENSMUSG00000036019 Tmtc2 1546 1246 1636 1798 1497 1957
ENSMUSG00000089855 Gm15662 2 2 1 0 0 0
ENSMUSG00000084399 Gm15666 2 1 1 1 1 2
ENSMUSG00000089904 Gm15664 0 0 1 0 0 0
ENSMUSG00000085282 Gm15663 98 87 98 111 103 150
ENSMUSG00000036009 Mettl25 325 338 293 374 351 433
ENSMUSG00000084545 n-R5s80 0 0 0 0 0 0
ENSMUSG00000019897 Ccdc59 1303 1090 1144 1372 1319 1711
ENSMUSG00000088415 Gm24237 0 0 0 0 0 0
ENSMUSG00000088084 Gm25342 0 0 0 0 0 0
ENSMUSG00000056877 Rps15a-ps1 5 0 1 5 1 5
ENSMUSG00000097869 C230021G24Rik 0 0 0 0 0 0
ENSMUSG00000053825 Ppfia2 2 4 2 7 4 7
ENSMUSG00000035948 Acss3 48 50 86 86 66 61
ENSMUSG00000088465 Gm24745 0 0 0 0 0 0
ENSMUSG00000019906 Lin7a 5 5 3 4 4 10
ENSMUSG00000102934 Gm38117 0 0 0 0 0 0
ENSMUSG00000104558 AC155168.1 0 0 0 0 0 0
ENSMUSG00000000435 Myf5 0 0 0 0 0 0
ENSMUSG00000035923 Myf6 0 0 0 0 0 0
ENSMUSG00000035916 Ptprq 5 0 0 2 1 2
ENSMUSG00000091455 Otogl 0 0 2 0 0 0
ENSMUSG00000019907 Ppp1r12a 3409 2691 3271 3961 3253 4618
ENSMUSG00000035873 Pawr 2118 1779 2033 2396 2166 2737
ENSMUSG00000065653 Gm23105 2 0 0 0 1 0
ENSMUSG00000093762 Gm25591 0 0 0 0 0 0
ENSMUSG00000035864 Syt1 4 7 7 2 3 6
ENSMUSG00000088554 Gm22097 0 0 0 0 0 0
ENSMUSG00000105768 AC125531.1 0 0 0 0 0 0
ENSMUSG00000065802 Gm23041 0 0 0 0 0 0
ENSMUSG00000020181 Nav3 8 1 1 5 2 2
ENSMUSG00000102410 Gm36935 0 0 0 0 0 0
ENSMUSG00000020185 E2f7 1102 842 970 1703 1275 1647
ENSMUSG00000101801 1700020G17Rik 1 0 0 0 0 0
ENSMUSG00000089461 Gm23698 0 0 0 0 0 0
ENSMUSG00000088447 Gm22186 0 0 0 0 0 0
ENSMUSG00000087718 Gm22236 0 0 0 0 0 0
ENSMUSG00000020186 Csrp2 7920 7982 8944 10075 7306 9773
ENSMUSG00000035798 Zdhhc17 778 609 645 757 823 997
ENSMUSG00000091086 Gm5428 3 5 5 1 3 9
ENSMUSG00000088553 Gm22101 0 0 0 0 0 0
ENSMUSG00000020189 Osbpl8 400 308 354 454 347 484
ENSMUSG00000035759 Bbs10 42 44 72 63 67 78
ENSMUSG00000058799 Nap1l1 2136 1727 2104 2308 2270 2602
ENSMUSG00000087819 Gm25117 1 2 5 6 9 6
ENSMUSG00000020205 Phlda1 5814 3715 3069 4426 3892 4977
ENSMUSG00000100113 Gm28592 29 20 20 32 26 25
ENSMUSG00000097082 4933440J02Rik 0 0 0 0 0 1
ENSMUSG00000102180 Gm37189 0 0 0 0 0 0
ENSMUSG00000063334 Krr1 2236 2033 2189 2863 2327 3078
ENSMUSG00000056888 Glipr1 194 98 134 144 129 190
ENSMUSG00000020213 Glipr1l1 0 0 0 0 0 0
ENSMUSG00000020214 Glipr1l2 0 0 0 0 0 0
ENSMUSG00000090162 Gm6808 1 0 0 0 0 0
ENSMUSG00000089667 Gm15914 0 0 0 0 0 0
ENSMUSG00000035694 Caps2 2 16 9 9 5 12
ENSMUSG00000035681 Kcnc2 0 0 0 0 0 0
ENSMUSG00000100314 1700010J16Rik 0 0 0 0 0 0
ENSMUSG00000074748 Atxn7l3b 6253 6151 6480 8462 6236 9214
ENSMUSG00000097185 Gm26596 1 3 2 0 0 4
ENSMUSG00000064707 Gm22507 0 0 0 0 0 0
ENSMUSG00000104006 Gm38333 0 0 0 0 0 0
ENSMUSG00000104335 Gm38281 0 0 0 0 0 0
ENSMUSG00000050663 Trhde 0 0 0 0 0 0
ENSMUSG00000089934 4930473D10Rik 0 0 0 0 0 0
ENSMUSG00000084865 Gm15723 2 1 0 0 0 1
ENSMUSG00000084501 Gm25319 0 0 0 0 0 0
ENSMUSG00000096208 Gm22070 0 0 0 0 0 0
ENSMUSG00000006764 Tph2 0 0 0 0 0 0
ENSMUSG00000020130 Tbc1d15 2705 2560 2673 3362 2755 3444
ENSMUSG00000087853 Gm22794 2 0 0 1 0 0
ENSMUSG00000020132 Rab21 1727 1227 1357 1869 1660 2012
ENSMUSG00000069520 Tmem19 1987 1746 1852 2324 1731 2236
ENSMUSG00000020137 Thap2 1070 767 898 1088 969 1467
ENSMUSG00000034163 Zfc3h1 3285 2527 3079 3811 3401 4969
ENSMUSG00000020140 Lgr5 2427 2757 2976 3013 2199 2667
ENSMUSG00000092210 A930009A15Rik 0 4 1 2 2 4
ENSMUSG00000034127 Tspan8 16249 16290 16979 20145 16691 22831
ENSMUSG00000020151 Ptprr 363 475 341 354 295 440
ENSMUSG00000074734 4933416C03Rik 0 0 0 0 0 0
ENSMUSG00000020154 Ptprb 24 11 7 29 11 7
ENSMUSG00000065086 Gm26495 0 0 0 0 0 0
ENSMUSG00000054934 Kcnmb4 1 0 0 0 5 0
ENSMUSG00000020164 Kcnmb4os1 0 0 0 0 0 0
ENSMUSG00000085837 Kcnmb4os2 0 0 0 0 0 0
ENSMUSG00000020166 Cnot2 3334 2797 3174 4163 3525 4709
ENSMUSG00000093404 Gm25190 0 0 0 0 0 0
ENSMUSG00000052291 5330438D12Rik 77 66 86 72 49 79
ENSMUSG00000097104 Gm26579 0 0 0 0 0 0
ENSMUSG00000100198 1700030O20Rik 0 0 0 0 0 0
ENSMUSG00000034057 Myrfl 4940 4207 4557 6252 4507 5922
ENSMUSG00000064181 Rab3ip 3592 2741 3115 3921 3678 4521
ENSMUSG00000069518 Gm10271 0 0 0 0 1 0
ENSMUSG00000031294 D630029K05Rik 0 0 0 0 1 1
ENSMUSG00000020169 Best3 1 0 0 1 0 0
ENSMUSG00000060187 Lrrc10 0 0 1 1 0 1
ENSMUSG00000034024 Cct2 18579 17230 18308 23668 19470 23994
